UPPER_BUS_PHASE_C,OUTGOING_PHASE_B,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,Status
26.72566999,25.8116683,0,129.7460938,0,0,0
26.80500121,25.88313788,0,129.7460938,0,0,0
26.88397259,25.90166651,0,19.99023438,0,0,0
26.95647294,25.96647075,0,56.25,0,0,0
27.01086315,26.00416604,0,128.984375,0,0,0
27.08644233,26.05814135,0,89.82421875,0,0,0
27.12100985,26.09500035,0,64.99206543,0,0,0
27.20962507,26.10416665,0,49.99694824,0,0,0
27.19416633,26.12644282,0,0.000610203,0,0,0
27.27730768,26.17941986,0,128.984375,0,0,0
27.30333465,26.19977719,0,59.765625,0,0,0
27.32230708,26.20250099,0,56.25,0,0,0
27.37666661,26.25980563,0,58.125,0,0,0
27.39810854,26.30083447,0,19.99023438,0,0,0
27.47086373,26.37897219,0,128.984375,0,0,0
27.5008326,26.42086177,0,129.9365234,0,0,0
27.55397465,26.49810854,0,129.7460938,0,0,0
27.59833371,26.55563823,0,18.75,0,0,0
27.63313983,26.60500157,0,10.05856323,0,0,0
27.69477712,26.64480637,0,16.24206543,0,0,0
27.73000055,26.69666763,0,0.010980964,0,0,0
27.79086381,26.70250034,0,129.4921875,0,0,0
27.81310879,26.71919638,0,113.75,0,0,0
24.49333236,23.22942299,0,1.248779297,0,0,0
24.49416546,23.21913714,0,127.96875,0,0,0
24.49666664,23.20750079,0,129.8730469,0,0,0
24.50333357,23.2008341,0.000171578,0.507750511,0,0,0
24.49749983,23.20000076,0,0,0,0,0
24.50916627,23.20000076,0,4.060516357,0,0,0
24.5008327,23.19916743,0,189.2578125,0,0,0
24.50500021,23.20000076,0,129.7460938,0,0,0
24.50833475,23.18999764,0,59.94140625,0,0,0
24.50083377,23.17750197,0,127.96875,0,0,0
24.49833355,23.14939291,0,59.0625,0,0,0
24.50000022,23.13977822,0,0,0,0,0
24.50916648,23.14666691,0,0,0,0,0
24.5041669,23.1574722,0,0,0,0,0
24.49833377,23.18275393,0,129.7460938,0,0,0
24.50166688,23.19727662,0,0.058586597,0,0,0
24.49416664,23.20000076,0,97.5,0,0,0
24.49249997,23.20250077,0,0.001830608,0,0,0
24.48080447,23.22397316,0,19.98046875,0,0,0
24.45919511,23.24583377,0,0.00244081,0,0,0
24.46583349,23.26916719,0,0.000914633,0,0,0
24.47583494,23.28250236,0,59.97070313,0,0,0
24.48916639,23.2933349,0,0.156230927,0,0,0
24.4933331,23.29750134,0,129.7460938,0,0,0
27.47560971,26.38394185,0,14.98535156,0,0,0
27.49419608,26.37750086,0,0,0,0,0
27.49250039,26.38333226,0,0,0,0,0
27.50144268,26.35852845,0,30,0,0,0
27.50355732,26.33503186,0,56.25,0,0,0
27.50166667,26.30413773,0,15,0,0,0
27.49666573,26.30083464,0,128.984375,0,0,0
27.50333337,26.29416779,0,129.9682617,0,0,0
27.49083408,26.23519694,0,69.99145508,0,0,0
27.48833328,26.204167,0,59.98535156,0,0,0
27.45416741,26.19166761,0,59.94140625,0,0,0
27.43605929,26.13852828,0,15,0,0,0
27.41330367,26.10083372,0,59.8828125,0,0,0
27.39513606,26.09749993,0,0,0,0,0
27.38819622,26.09416679,0,59.94140625,0,0,0
27.38499988,26.08666722,0,59.94140625,0,0,0
27.37083381,26.09166702,0,3.124237061,0,0,0
27.33913688,26.07916676,0,30,0,0,0
27.32333277,26.08666422,0,17.5,0,0,0
27.30939072,26.09750037,0,19.921875,0,0,0
27.30083486,26.09916684,0,127.96875,0,0,0
27.29750156,26.09916704,0,0.003658533,0,0,0
27.28583419,26.09666747,0,0.003661662,0,0,0
27.27522573,26.08855684,0,0.234146118,0,0,0
26.2539725,25.90166629,0,184.0625,0,0,0
26.29833379,25.91000105,0,142.5,0,0,0
26.32397422,25.93397341,0,0.253658295,0,0,0
26.36580095,25.95250056,0,129.4921875,0,0,0
26.37753021,25.96163722,0,17.5,0,0,0
26.00250662,25.94939246,0,29.99997139,0,0,0
26.38833045,25.91833441,0,127.96875,0,0,0
26.39083223,25.90333255,0,128.984375,0,0,0
26.38355715,25.90166629,0,113.75,0,0,0
26.35666816,25.89666613,0,129.4921875,0,0,0
26.3674699,25.88833312,0,125.9375,0,0,0
26.34313867,25.87999991,0,64.93652344,0,0,0
26.3085288,25.87916594,0,59.94140625,0,0,0
26.33333449,25.89272347,0,129.4921875,0,0,0
26.33250183,25.89977634,0,56.25,0,0,0
26.35500417,25.91752937,0,113.7792892,0,0,0
26.36647125,25.98977462,0,129.9960327,0,0,0
26.3975003,26.00749981,0,19.6875,0,0,0
26.40000008,26.06897135,0,121.875,0,0,0
26.45752828,26.09666704,0,129.7460938,0,0,0
26.49394156,26.1231388,0,129.7460938,0,0,0
26.50499992,26.17833339,0,127.96875,0,0,0
26.51416798,26.19500097,0,129.9365234,0,0,0
26.55313834,26.19833409,0,178.125,0,0,0
27.85419578,26.74727804,0,129.7460938,0,0,0
27.88916634,26.77103035,0,0.742006302,0,0,0
27.90894164,26.78397181,0,129.9841309,0,0,0
27.9185588,26.79250112,0,121.875,0,0,0
27.94313446,26.79083576,0,129.4921875,0,0,0
27.98749994,26.79689143,0,32.48413086,0,0,0
27.984999,26.78894436,0,127.96875,0,0,0
27.99583376,26.78913877,0,0.234260559,0,0,0
28.00499981,26.76855867,0,59.97070313,0,0,0
27.99999978,26.73583436,0,0.031722784,0,0,0
28.0049987,26.73480421,0,65,0,0,0
28.00083313,26.74436418,0,19.98046875,0,0,0
28.01000005,26.76147255,0,59.0625,0,0,0
28.01333476,26.79500135,0,0.007932633,0,0,0
28.04166702,26.80416837,0,9.997558594,0,0,0
28.05844977,26.88147412,0,129.4921875,0,0,0
28.09385427,26.9231389,0,129.4921875,0,0,0
28.11397238,27.00502866,0,39.99755859,0,0,0
28.1850005,27.07810898,0,127.96875,0,0,0
28.21061065,27.14897214,0,59.94140625,0,0,0
28.26752957,27.207501,0,59.94140625,0,0,0
28.31230686,27.28813924,0,19.99023438,0,0,0
28.36999933,27.33230485,0,2.030258179,0,0,0
28.42333175,27.39749967,0,0,0,0,0
24.49583441,23.29916781,0,0,0,0,0
24.4983041,23.29666823,0,56.25,0,0,0
24.50002923,23.29583513,0,0,0,0,0
24.50750045,23.29666663,0,0,0,0,0
24.50833431,23.29166821,0,0,0,0,0
24.51560796,23.27916795,0,64.98413086,0,0,0
24.51605821,23.27497117,0,7.499542236,0,0,0
24.51583317,23.24836361,0,127.96875,0,0,0
24.51333316,23.22936281,0,0.003660321,0,0,0
24.52833489,23.21416768,0,0.389862061,0,0,0
24.53063674,23.205001,0,0.014641285,0,0,0
24.54083482,23.20166721,0,89.6484375,0,0,0
24.53250001,23.20500078,0,59.53125,0,0,0
24.53581027,23.20416767,0,45,0,0,0
24.52108722,23.2058339,0,59.765625,0,0,0
24.50580415,23.22166646,0,0,0,0,0
24.49833333,23.25647502,0,0,0,0,0
24.49999978,23.27250107,0,59.97070313,0,0,0
24.49666649,23.27833527,0,129.4921875,0,0,0
24.48416518,23.27999969,0,121.875,0,0,0
24.33680593,23.28750174,0,97.5,0,0,0
24.0216659,23.29083423,0,19.99511719,0,0,0
24.01749908,23.29166778,0,0.000228658,0,0,0
24.12318897,23.29666802,0,0,0,0,0
27.27163566,26.07060842,0,59.94140625,0,0,0
27.2633629,26.03519577,0,43.99507904,0,0,0
27.2416385,26.01000025,0,113.75,0,0,0
27.21833393,26,0,0,0,0,0
27.2058339,25.99519525,0,32.49206543,0,0,0
27.20250076,25.94749917,0,0.507688522,0,0,0
27.1958343,25.91500106,0,4.046630859,0,0,0
27.17939343,25.89999962,0,97.5,0,0,0
27.15497008,25.89580301,0,121.875,0,0,0
27.13666698,25.85272606,0,0,0,0,0
27.11083201,25.80416816,0,30,0,0,0
27.1050306,25.80000114,0,52.5,0,0,0
27.01404678,25.7966678,0,59.94140625,0,0,0
26.64355914,25.78916638,0,4.062004089,0,0,0
26.61750066,25.7841675,0,0,0,0,0
26.6047771,25.79666778,0,30,0,0,0
26.60189078,25.80000114,0,0,0,0,0
26.59580365,25.80750103,0,0.11715889,0,0,0
26.58336368,25.86897369,0,94.98840332,0,0,0
26.64589231,25.8991663,0,64.99603271,0,0,0
27.02397144,25.90166629,0,0.624694824,0,0,0
27.03436623,25.91083912,0,0.624923706,0,0,0
27.0441956,25.9464411,0,128.984375,0,0,0
27.06057973,25.96169622,0,0,0,0,0
26.59083304,26.19833366,0,89.82421875,0,0,0
26.60249975,26.20000076,0,121.875,0,0,0
26.26911415,26.20000076,0,127.96875,0,0,0
26.44005232,26.20000076,0,129.4921875,0,0,0
26.65394454,26.2008341,0,129.7460938,0,0,0
26.68191911,26.20083388,0,56.25,0,0,0
26.67977638,26.20000076,0,17.5,0,0,0
26.66749979,26.17496832,0,17.5,0,0,0
26.65750124,26.12939077,0,128.984375,0,0,0
26.61852634,26.10333395,0,129.9365234,0,0,0
26.60416844,26.10000038,0,38.75,0,0,0
26.59833371,26.10000038,0,129.8730469,0,0,0
26.60250061,26.09916704,0,219.6093445,0,0,0
26.59666704,26.10083372,0,129.9980164,0,0,0
26.59416679,26.10166682,0,30,0,0,0
26.6022766,26.13480546,0.312194824,128.984375,0,0,0
26.60692014,26.19503005,0,59.99633789,0,0,0
26.62830529,26.20894189,0,128.984375,0,0,0
26.67813883,26.27333479,0,121.875,0,0,0
26.63000206,26.30083424,0,17.50487328,0,0,0
26.72750384,26.35230307,0,1.014633179,0,0,0
26.78397114,26.39833363,0,19.98046875,0,0,0
26.81813924,26.40419651,0,65,0,0,0
26.88000075,26.44413743,0,30,0,0,0
28.47896975,27.44166558,0,58.125,0,0,0
28.5216966,27.49647226,0,59.8828125,0,0,0
28.58644251,27.50333335,0,125.9375,0,0,0
28.39328184,27.53502943,0,59.0625,0,0,0
28.2125289,27.58227594,0,0.004880428,0,0,0
28.44405084,27.58916724,0,128.984375,0,0,0
28.61406447,27.5958337,0,127.96875,0,0,0
28.29833469,27.59416682,0,17.50396538,0,0,0
28.3033342,27.58750143,0,238.125,0,0,0
28.32250037,27.57105939,0,59.0625,0,0,0
28.32730731,27.55413694,0,59.0625,0,0,0
28.33269683,27.55147047,0,129.9365234,0,0,0
28.33666765,27.54497121,0,59.8828125,0,0,0
28.37147272,27.57919588,0,59.8828125,0,0,0
28.39166591,27.60000038,0,0.019526482,0,0,0
28.39999944,27.62647119,0,125.9375,0,0,0
28.40833235,27.68916761,0,129.9682617,0,0,0
28.42813781,27.70166764,0,0.002439022,0,0,0
28.5875503,27.75397305,0,16.23413086,0,0,0
28.95583273,27.79333511,0,129.4921875,0,0,0
28.97230405,27.79916781,0.00244081,121.875,0,0,0
28.99499998,27.80000114,0,29.97070313,0,0,0
28.99727576,27.80250088,0,128.984375,0,0,0
29.01522452,27.80250155,0,97.5,0,0,0
24.45513354,23.29166733,0,0,0,0,0
24.0158342,23.28999919,0,129.4921875,0,0,0
24.06488313,23.26833234,0,0.002440214,0,0,0
24.42580646,23.27019509,0,0.000991337,0,0,0
24.49583373,23.26397131,0,59.97070313,0,0,0
24.49666622,23.23580241,0,0,0,0,0
24.50083334,23.2168923,0,52.5,0,0,0
24.49916689,23.20333433,0,128.984375,0,0,0
24.49999956,23.20250077,0,0.031722784,0,0,0
24.49416602,23.20000076,0,19.99511719,0,0,0
24.49666691,23.20000076,0,0,0,0,0
24.50083334,23.20000076,0,59.765625,0,0,0
24.50000065,23.20000076,0,0.126922131,0,0,0
24.49916712,23.20000076,0,129.4921875,0,0,0
24.49855752,23.19916743,0,97.5,0,0,0
24.47830319,23.20000076,0,1.013641357,0,0,0
24.42897463,23.20000076,0,0.004878044,0,0,0
24.42413793,23.20250055,0,0.126891136,0,0,0
24.42855567,23.20083431,0,56.25,0,0,0
24.41083301,23.20666704,0,0.937271118,0,0,0
24.40583361,23.21083436,0,0,0,0,0
24.40583253,23.22980563,0,129.9682617,0,0,0
24.41333277,23.23602978,0,52.5,0,0,0
24.43333411,23.23999965,0,0,0,0,0
26.94433906,25.97833346,0,19.921875,0,0,0
26.60416643,25.99083352,0,9.997558594,0,0,0
26.61416881,25.98833369,0,1.015563011,0,0,0
26.62083293,25.98833287,0,0.234360695,0,0,0
26.62727683,25.97272442,0,97.5,0,0,0
26.63666124,25.93163648,0,4.997558594,0,0,0
26.63105586,25.90500007,0,128.984375,0,0,0
26.61750003,25.90083296,0,0,0,0,0
26.61500066,25.89999962,0,0,0,0,0
26.61666946,25.86852897,0,89.82421875,0,0,0
26.60166728,25.81250116,0,0,0,0,0
26.5918618,25.80083447,0,0,0,0,0
26.58980602,25.80000114,0,188.515625,0,0,0
26.58020244,25.80000114,0,0.000305027,0,0,0
26.57147127,25.80083447,0,59.765625,0,0,0
26.5683353,25.80333422,0,129.9920654,0,0,0
26.89589204,25.85503146,0,43.75,0,0,0
26.99666665,25.89894127,0,59.8828125,0,0,0
27.00750003,25.92230594,0,128.984375,0,0,0
27.02063955,25.99583376,0,65,0,0,0
27.04916722,26.01063805,0,30,0,0,0
27.08583361,26.08000122,0,3.742675781,0,0,0
27.09083387,26.09916727,0,129.9365234,0,0,0
27.09916727,26.10333445,0,58.125,0,0,0
26.89999962,26.46730251,0,65,0,0,0
26.90666653,26.46583256,0,0.312423706,0,0,0
26.90894299,26.47189142,0,52.5,0,0,0
26.91438923,26.43333317,0,58.125,0,0,0
26.91083322,26.40830339,0,19.98046875,0,0,0
26.91560955,26.40083275,0,19.99023438,0,0,0
26.90772308,26.39999962,0,129.9365234,0,0,0
26.52744799,26.39583204,0,59.97070313,0,0,0
26.84255074,26.37416646,0,56.25,0,0,0
26.89080395,26.33269744,0,129.8730469,0,0,0
26.86753072,26.3125005,0,125.9375,0,0,0
26.86583347,26.3050004,0,59.53125,0,0,0
26.86246916,26.31166762,0,97.5,0,0,0
26.84333381,26.33810736,0,65,0,0,0
26.85169699,26.37836323,0,79.84375,0,0,0
26.85180905,26.39749986,0,59.94140625,0,0,0
26.74235906,26.41977479,0,58.74969482,0,0,0
26.91333232,26.47753022,0,49.95117188,0,0,0
26.90999878,26.49999978,0,59.0625,0,0,0
26.94313878,26.52310964,0,59.8828125,0,0,0
26.96939048,26.58169708,0,121.875,0,0,0
26.98727572,26.60000038,0,129.7460938,0,0,0
26.99916689,26.60000038,0,189.8144531,0,0,0
27.00977533,26.59916704,0,129.4921875,0,0,0
29.05416779,27.80166779,129.7460938,19.99023438,0,0,0
29.07480697,27.80560893,0,99.99420166,0,0,0
29.07333425,27.81105931,0,127.96875,0,0,0
29.08186224,27.81333514,0,10,0,0,0
29.08833541,27.82749963,0,59.53125,0,0,0
29.09480421,27.82916844,0,0.000610203,0,0,0
29.10583418,27.85169837,0,11.4061594,0,0,0
29.1089736,27.86580208,0,59.99267578,0,0,0
29.11019425,27.86477771,0,0,0,0,0
29.10833383,27.84500019,0,10,0,0,0
29.09916704,27.81772474,0,129.4921875,0,0,0
29.10833376,27.80500021,0,2.968568802,0,0,0
29.0860577,27.80416819,0,67.5,0,0,0
28.95849783,27.71686355,0,125.9375,0,0,0
28.78372095,27.61686207,0,129.4921875,0,0,0
28.58789063,27.51352882,0,58.125,0,0,0
28.42372099,27.44186058,0,0.002746247,0,0,0
28.27602905,27.38913722,0,59.97070313,0,0,0
28.142694,27.32105748,0,45,0,0,0
28.03519594,27.29166757,0,189.9536133,0,0,0
27.93019553,27.21769448,0,121.875,0,0,0
27.82435985,27.19686338,0,52.5,0,0,0
27.742696,27.11333246,0,97.5,0,0,0
27.68500019,27.08772438,0,127.96875,0,0,0
24.45730445,23.26230567,0,0.000495426,0,0,0
24.46833425,23.26272533,0,32.48413086,0,0,0
24.46083172,23.25058004,0,129.7460938,0,0,0
24.48355092,23.25252989,0,129.7460938,0,0,0
24.49478164,23.23022348,0,58.125,0,0,0
24.47166705,23.21808092,0,0,0,0,0
24.49749957,23.21605771,0,0,0,0,0
24.50083334,23.205001,0,2.498779297,0,0,0
24.49499997,23.2008341,0,129.4921875,0,0,0
24.49416641,23.20083432,0,125.9375,0,0,0
24.49083416,23.20000076,0,19.9987793,0,0,0
24.50416625,23.20000076,0,0,0,0,0
24.50250022,23.19916763,0,59.97070313,0,0,0
24.50833316,23.20000076,0,18.75,0,0,0
24.50833337,23.20250216,0,0,0,0,0
24.51416625,23.21750032,0,0.031734407,0,0,0
24.50416602,23.2383651,0,0.000114329,0,0,0
24.50250001,23.26477503,0,0,0,0,0
24.50166581,23.29333465,0,3.749542236,0,0,0
24.5,23.29666802,0,29.99267578,0,0,0
24.50083356,23.2991676,0,129.4921875,0,0,0
24.52249942,23.30166756,0,0.039043427,0,0,0
24.50499938,23.30000114,0,59.8828125,0,0,0
24.53647202,23.303334,0,0.312423706,0,0,0
27.1314442,26.12563609,0,0.009760857,0,0,0
27.17608877,26.16499848,0,0.001220405,0,0,0
27.18977598,26.17500099,0,0.000610203,0,0,0
27.20166833,26.17083225,0,17.5,0,0,0
27.20916638,26.1508341,0,16.24603271,0,0,0
27.20227982,26.12749553,0,78.75,0,0,0
27.21189227,26.11019385,0,129.9365234,0,0,0
27.22333334,26.10250061,0,97.5,0,0,0
27.22227567,26.09916704,0,59.99267578,0,0,0
27.2168925,26.0841382,0,0.006102771,0,0,0
27.21749994,26.03919791,0,4.997558594,0,0,0
27.20439174,26.01436128,0,0,0,0,0
27.19894447,26,0,65,0,0,0
27.19102742,25.99916689,0,0,0,0,0
27.1714448,26,0,0,0,0,0
27.17525494,26,0,0,0,0,0
27.17060952,26.00419639,0,37.5,0,0,0
27.16000315,26.04394266,0,19.375,0,0,0
27.20166787,26.0933339,0,59.765625,0,0,0
27.19416741,26.1047756,0,0,0,0,0
27.02724957,26.14416667,0,0.003966317,0,0,0
26.86000436,26.19336106,0,127.96875,0,0,0
26.86333394,26.19916743,0,59.8828125,0,0,0
26.89333187,26.20166764,0,59.8828125,0,0,0
27.05272593,26.60144171,0,121.875,0,0,0
27.07897108,26.60189238,0,129.4921875,0,0,0
27.09916684,26.6116673,0,125.9375,0,0,0
27.10500061,26.60666781,0,97.5,0,0,0
27.10749953,26.60166726,0,45,0,0,0
27.11000064,26.60000038,0,88.59375,0,0,0
27.10833461,26.59416747,0,59.0625,0,0,0
27.10083372,26.58019672,0,89.95605469,0,0,0
27.09666683,26.51916628,0,128.984375,0,0,0
27.08855746,26.50333357,0,125.9375,0,0,0
27.0514118,26.49833312,0,127.96875,0,0,0
27.03022478,26.48583349,0,0.155944824,0,0,0
27.03250623,26.481026,0,113.75,0,0,0
27.01166671,26.47647301,0,129.4921875,0,0,0
26.96269615,26.49499998,0,189.9072266,0,0,0
27.04586413,26.53477426,0,64.98413086,0,0,0
27.0664148,26.59586331,0,59.765625,0,0,0
27.08836086,26.60480637,0,128.984375,0,0,0
27.10166622,26.62750625,0,64.93652344,0,0,0
27.10250017,26.6674706,0,16.24603271,0,0,0
27.10669621,26.66919712,0,59.94140625,0,0,0
27.12166639,26.70000076,0,113.75,0,0,0
27.13666563,26.69166781,0,127.96875,0,0,0
27.60686313,27.01496972,0,59.99633789,0,0,0
27.57102856,26.96686151,0,89.82421875,0,0,0
27.50583229,26.9033334,0,32.48413086,0,0,0
27.44352859,26.87186174,0,127.96875,0,0,0
27.37936057,26.79913855,0,129.8730469,0,0,0
27.31333424,26.732726,0,127.96875,0,0,0
27.22769605,26.67519604,0,0.937385559,0,0,0
27.17605774,26.59666615,0,52.5,0,0,0
27.09686197,26.5126942,0,78.75,0,0,0
27.02413723,26.42936063,0,2.811126709,0,0,0
26.98605632,26.36269484,0,10,0,0,0
26.98644356,26.3150005,0,188.515625,0,0,0
26.97913737,26.30833457,0,129.8730469,0,0,0
26.8943897,26.28686311,0,58.125,0,0,0
26.83102889,26.2058339,0,52.5,0,0,0
26.78663851,26.15019646,0,59.53125,0,0,0
26.78419814,26.11980607,0,18.75,0,0,0
26.88627578,26.27294352,0,17.5,0,0,0
27.06961203,26.48711148,0,0.007317066,0,0,0
27.2871098,26.69877776,0,65,0,0,0
27.50461085,26.8937787,0,10,0,0,0
27.72044388,27.07291439,0,89.82421875,0,0,0
27.9196338,27.23150366,0,59.98535156,0,0,0
28.11291592,27.3779449,0,59.0625,0,0,0
24.56103111,23.30666772,0,8.124504089,0,0,0
24.58336211,23.30999991,0,0,0,0,0
24.59810921,23.30666836,0,0,0,0,0
24.58833194,23.30647389,0,58.125,0,0,0
24.60416706,23.31163535,0,0.063472688,0,0,0
24.61249933,23.31275599,0,59.0625,0,0,0
24.63227981,23.30666732,0,0,0,0,0
24.63522586,23.3089142,0,45,0,0,0
24.66563812,23.30105827,0,0.063445568,0,0,0
24.66772577,23.30166799,0,0.007322431,0,0,0
24.66727614,23.30333465,0,0.014634132,0,0,0
24.68500091,23.30000114,0,129.7460938,0,0,0
24.68686082,23.30250155,0,17.5,0,0,0
24.67980721,23.31144325,0,4.058532715,0,0,0
24.68000071,23.31855904,0,0,0,0,0
24.66272261,23.33416771,0,129.8730469,0,0,0
24.65747099,23.33666575,0,59.97070313,0,0,0
24.63000027,23.36147493,0,59.0625,0,0,0
24.61897173,23.38166561,0,127.96875,0,0,0
24.61250153,23.38602723,0,129.9682617,0,0,0
24.61019671,23.37977543,0,0.05856514,0,0,0
24.61500004,23.37919651,0,129.8730469,0,0,0
24.63416988,23.37166763,0,19.99023438,0,0,0
24.63749926,23.35522448,0,0,0,0,0
26.8416642,26.20666766,0,19.84375,0,0,0
26.87102993,26.2108335,0,19.9609375,0,0,0
