datetime,Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,POWER,VOLTAGE,FREQUENCY,date,year,month,day,Q,PD_raw_max,Temp_raw_max,PD_sensor_std,PD_imbalance,PD_trend_max,PD_volatility,PD_spike_max,PD_growth_rate,PD_slope_24h,PD_persistence_24h,PD_burst,PD_burst_count_24h,PD_spread_count,PD_multi_high,health_index,Status
2025-09-05 01:00:00,2025-09-05 01:00:00,2025-09-05 02:00:00,28.891954,29.471678,30.173885,31.008333,30.788334,30.33779,29.629168,30.7,29.419441,9.797507,1.6478989e-23,0.0,20.0,5.502307,33.549213,50.019558,2025-09-05,2025,9,5,3,20.0,31.008333,9.557166,20.0,,,,,,,False,,0,False,1.0,1
2025-09-05 23:00:00,2025-09-05 23:00:00,2025-09-06 00:00:00,28.912754,29.704166,30.196667,31.605833,30.89862,30.463623,29.770823,30.805,29.515,3.892343,1.6478989e-23,0.0,20.0,5.5189176,33.67545,50.01274,2025-09-05,2025,9,5,3,20.0,31.605833,9.529592,20.0,20.0,0.12063250549881731,-0.20851268556206126,-0.02515361620032408,,0.0,False,0.0,0,False,1.0,1
2025-09-05 22:00:00,2025-09-05 22:00:00,2025-09-05 23:00:00,28.903622,29.694155,30.188334,31.5975,30.880833,30.480011,29.738623,30.800835,29.5075,12.506165,1.6478989e-23,0.0,20.0,5.5189176,33.676964,50.018314,2025-09-05,2025,9,5,3,20.0,31.5975,9.869844,20.0,20.0,0.1233436868353866,-0.21319898786026784,-0.026296962391246126,,0.0,False,0.0,0,False,1.0,1
2025-09-05 21:00:00,2025-09-05 21:00:00,2025-09-05 22:00:00,28.891666,29.660833,30.157501,31.575,30.874989,30.450275,29.711668,30.800001,29.499166,10.793619,1.6478989e-23,0.0,20.0,5.5238023,33.695385,50.023685,2025-09-05,2025,9,5,3,20.0,31.575,9.65126,20.0,20.0,0.12624628835792706,-0.21821616174033423,-0.027549198695592025,,0.0,False,0.0,0,False,1.0,1
2025-09-05 20:00:00,2025-09-05 20:00:00,2025-09-05 21:00:00,28.893608,29.621956,30.133322,31.56,30.845,30.426666,29.7,30.797789,29.49,13.445709,1.6478989e-23,0.0,20.0,5.5257635,33.671402,50.017033,2025-09-05,2025,9,5,3,20.0,31.56,10.018869,20.0,20.0,0.12936395011888172,-0.2236050692539923,-0.028926658630371804,,0.0,False,0.0,0,False,1.0,1
2025-09-05 19:00:00,2025-09-05 19:00:00,2025-09-05 20:00:00,28.878334,29.610834,30.106121,31.243868,30.825834,30.399166,29.686943,30.754156,29.46361,11.759179,1.6478989e-23,0.0,20.0,5.5042653,33.648228,50.01965,2025-09-05,2025,9,5,3,20.0,31.243868,9.765875,20.0,20.0,0.13272461236219632,-0.22941400537424256,-0.030449114347760542,,0.0,False,0.0,0,False,1.0,1
2025-09-05 17:00:00,2025-09-05 17:00:00,2025-09-05 18:00:00,28.83749,29.599155,30.1,31.034998,30.798334,30.380833,29.6,30.698322,29.4025,13.189071,1.6478989e-23,0.0,20.0,5.4505424,33.635582,50.013866,2025-09-05,2025,9,5,3,20.0,31.034998,9.976188,20.0,20.0,0.14031490462259402,-0.24253389653930993,-0.0340313630945559,,0.0,False,0.0,0,False,1.0,1
2025-09-05 16:00:00,2025-09-05 16:00:00,2025-09-05 17:00:00,28.824469,29.59139,30.096668,31.0125,30.79,30.350834,29.593334,30.653622,29.384445,8.675418,1.6478989e-23,0.0,20.0,5.445658,33.635357,50.023537,2025-09-05,2025,9,5,3,20.0,31.0125,9.481438,20.0,20.0,0.14463329315185566,-0.24999827150259735,-0.03615832328796387,,0.0,False,0.0,0,False,1.0,1
2025-09-05 15:00:00,2025-09-05 15:00:00,2025-09-05 16:00:00,28.805546,29.59641,30.090288,30.9975,30.779156,30.351122,29.53861,30.601667,29.330833,12.743947,1.6478989e-23,0.0,20.0,5.455425,33.632603,50.020325,2025-09-05,2025,9,5,3,20.0,30.9975,9.905666,20.0,20.0,0.14937662284913922,-0.25819716124936953,-0.038568878173826704,,0.0,False,0.0,0,False,1.0,1
2025-09-05 14:00:00,2025-09-05 14:00:00,2025-09-05 15:00:00,28.745008,29.59138,30.091368,30.994167,30.76751,30.328333,29.504166,30.6,29.3075,9.102207,1.6478989e-23,0.0,20.0,5.445659,33.635708,50.02203,2025-09-05,2025,9,5,3,20.0,30.994167,9.506412,20.0,20.0,0.1546194941985947,-0.2672595134142434,-0.04132379804338626,,0.0,False,0.0,0,False,1.0,1
