datetime,Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,POWER,VOLTAGE,FREQUENCY,date,year,month,day,Q,PD_raw_max,Temp_raw_max,PD_sensor_std,PD_imbalance,PD_trend_max,PD_volatility,PD_spike_max,PD_growth_rate,PD_slope_24h,PD_persistence_24h,PD_burst,PD_burst_count_24h,PD_spread_count,PD_multi_high,health_index,Status
2025-09-05 01:00:00,2025-09-05 01:00:00,2025-09-05 02:00:00,30.033321,31.200834,31.994167,32.058334,32.19917,31.771122,30.910833,31.939724,31.148321,13.925963,9.1470375,1.328669e-22,20.0,8.892071,33.549213,50.019558,2025-09-05,2025,9,5,3,20.0,32.19917,8.441562,20.0,,,,,,,False,,0,False,1.0,1
2025-09-05 23:00:00,2025-09-05 23:00:00,2025-09-06 00:00:00,30.080833,31.245834,32.030846,32.190823,32.32582,31.744156,31.18582,32.093323,31.327211,4.2827826,16.44503,0.91554576,20.0,9.212219,33.67545,50.01274,2025-09-05,2025,9,5,3,20.0,32.32582,9.238996,19.084454,20.0,2.1897620248621488,-0.321927767891823,-0.704945522805918,,1.0,False,1.0,0,False,1.0,1
2025-09-05 22:00:00,2025-09-05 22:00:00,2025-09-05 23:00:00,30.08,31.217789,32.00998,32.190014,32.32669,31.734167,31.1025,32.08029,31.314457,15.333747,28.036469,2.121783e-21,20.0,9.261465,33.676964,50.018314,2025-09-05,2025,9,5,3,28.036469,32.32669,11.792954,28.036469,20.0,2.235766974157528,3.2648647306501717,7.2994800047440975,,1.0,True,1.0,1,False,1.0,1
2025-09-05 21:00:00,2025-09-05 21:00:00,2025-09-05 22:00:00,30.046122,31.196667,31.980844,32.184166,32.305264,31.7075,31.080288,32.048878,31.298334,2.4312148,15.051346,2.121783e-21,20.0,9.314153,33.695385,50.023685,2025-09-05,2025,9,5,3,20.0,32.305264,9.681911,20.0,20.0,1.5676745092295308,-0.24838955056870202,-0.3893942151750842,,0.0,False,0.0,0,False,1.0,1
2025-09-05 20:00:00,2025-09-05 20:00:00,2025-09-05 21:00:00,30.023321,31.1675,31.964167,32.14917,32.299168,31.700834,31.066378,32.01612,31.288334,14.912702,10.015307,2.121783e-21,20.0,9.2056675,33.671402,50.017033,2025-09-05,2025,9,5,3,20.0,32.299168,8.525717,20.0,20.0,1.6057930995094079,-0.2546179027926121,-0.40886392593383647,,0.0,False,0.0,0,False,1.0,1
2025-09-05 19:00:00,2025-09-05 19:00:00,2025-09-05 20:00:00,29.995,31.136944,31.9425,32.11861,32.289165,31.695,31.028332,32.0025,31.256111,3.182667,10.980085,2.121783e-21,20.0,9.195899,33.648228,50.01965,2025-09-05,2025,9,5,3,20.0,32.289165,8.924091,20.0,20.0,1.6468301196624309,-0.2613401427698155,-0.43038307993035474,,0.0,False,0.0,0,False,1.0,1
2025-09-05 17:00:00,2025-09-05 17:00:00,2025-09-05 18:00:00,29.981667,31.103334,31.911667,32.08667,32.227512,31.651943,30.986666,31.945276,31.199444,4.156532,8.207983,2.121783e-21,20.0,9.267158,33.635582,50.013866,2025-09-05,2025,9,5,3,20.0,32.227512,8.617469,20.0,20.0,1.739303872050523,-0.27655668145429213,-0.4810163834515748,,0.0,False,0.0,0,False,1.0,1
2025-09-05 16:00:00,2025-09-05 16:00:00,2025-09-05 17:00:00,29.959988,31.09221,31.890833,32.02361,32.20749,31.621666,30.93611,31.896666,31.166945,1.70403,9.067992,0.41930315,20.0,9.278449,33.635357,50.023537,2025-09-05,2025,9,5,3,20.0,32.20749,8.983008,19.580696,20.0,1.7917776934385292,-0.2852360669812994,-0.5110799074172974,,0.0,False,0.0,0,False,1.0,1
2025-09-05 15:00:00,2025-09-05 15:00:00,2025-09-05 16:00:00,29.945288,31.095278,31.89,31.990833,32.2,31.606379,30.91,31.881954,31.124166,4.5534673,14.553453,4.144044e-24,20.0,9.323339,33.632603,50.020325,2025-09-05,2025,9,5,3,20.0,32.2,9.132346,20.0,20.0,1.8492931730285824,-0.294789173726927,-0.5451519012451165,,0.0,False,0.0,0,False,1.0,1
2025-09-05 14:00:00,2025-09-05 14:00:00,2025-09-05 15:00:00,29.924723,31.05335,31.888344,31.98668,32.2075,31.635023,30.89029,31.85582,31.09749,5.751059,10.98862,1.2455171,20.0,9.305794,33.635708,50.02203,2025-09-05,2025,9,5,3,20.0,32.2075,8.055163,18.754482,20.0,1.9127100158642587,-0.3053735341711842,-0.5840913227626245,,0.0,False,0.0,0,False,1.0,1
