Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,POWER,VOLTAGE,FREQUENCY,datetime,date,year,month,day,Q
2025-09-05 01:00:00,2025-09-05 02:00:00,30.99499963357581,31.922787487655782,30.934730937123287,32.35445545703214,31.91249961831951,30.379454692220108,31.10749995189068,31.797501718099486,30.698322220055257,0.8398371274058088,562.0281808787518,3.388028391440632e-20,0.9724254823470997,3.1042623203269915,33.54921362966163,50.019556526176345,2025-09-05 01:00:00,2025-09-05,2025,9,5,3
2025-09-05 02:00:00,2025-09-05 03:00:00,30.993345470577466,31.927212413799886,30.965832720587596,32.239712623834535,31.72306309402291,30.387787660526566,31.11112169724932,31.80000114440918,30.697500683890183,1.8235594162067112,565.716272155998,3.388028391440632e-20,1.0587911840678754e-21,3.0739948637244257,33.55657631118248,50.020041993878785,2025-09-05 02:00:00,2025-09-05,2025,9,5,3
2025-09-05 03:00:00,2025-09-05 04:00:00,30.99665489436344,31.922500065063158,30.95998779578716,32.38777659113831,31.675269825834967,30.403879044283276,31.128045840439732,31.800834479013865,30.700834127214325,1.2608061872647693,565.457237560674,3.388028391440632e-20,1.0587911840678754e-21,3.0847321754312906,33.5321952576572,50.01977402343196,2025-09-05 03:00:00,2025-09-05,2025,9,5,3
2025-09-05 04:00:00,2025-09-05 05:00:00,30.99666680675141,31.934154268083883,30.961667256675984,32.38165581093264,31.929154336961368,30.409442791829843,31.129166437146292,31.800834479013865,30.698334061940404,1.9456350222187873,550.9814391225933,3.388028391440632e-20,1.0587911840678754e-21,3.07887796881439,33.54582379668484,50.01581421628851,2025-09-05 04:00:00,2025-09-05,2025,9,5,3
2025-09-05 05:00:00,2025-09-05 06:00:00,30.996666792764135,31.92834386355374,30.964999796973068,32.38584622019116,31.92946738146278,30.40222348933749,31.108333719465364,31.789167936325708,30.693334112379443,1.610101541620054,560.6355831500188,3.388028391440632e-20,1.0587911840678754e-21,3.060311847534877,33.52114971062574,50.018885407373205,2025-09-05 05:00:00,2025-09-05,2025,9,5,3
2025-09-05 06:00:00,2025-09-05 07:00:00,30.998333285437532,31.90611000992971,30.92555643802664,32.37583465937297,31.92637702844791,30.405833030055152,31.09750009388288,31.73555656496726,30.653889628940743,2.946413202432155,577.2038524329736,3.388028391440632e-20,1.0587911840678754e-21,3.0398033592488334,33.53318299431039,50.024566736945694,2025-09-05 06:00:00,2025-09-05,2025,9,5,3
2025-09-05 07:00:00,2025-09-05 08:00:00,30.98001215084298,31.907780590458124,30.904166398154736,32.68304181708474,31.90583276006964,30.395240568234716,31.06555745888387,31.700000762939453,30.602500460518996,1.626578496948101,593.827003317938,3.388028391440632e-20,1.0587911840678754e-21,3.0183122498985653,33.49491861835911,50.01386795778374,2025-09-05 07:00:00,2025-09-05,2025,9,5,3
2025-09-05 08:00:00,2025-09-05 09:00:00,30.933032825571075,31.892499471033414,30.898333425940404,32.907501095050605,31.915832812203885,30.368092782264963,31.001666728761673,31.64555719460795,30.57889050929255,1.4094852244555114,594.2787331695737,0.07810676594106715,1.0587911840678754e-21,3.076921804943317,33.53781721791478,50.02627589425574,2025-09-05 08:00:00,2025-09-05,2025,9,5,3
2025-09-05 09:00:00,2025-09-05 10:00:00,30.902511278296085,31.850821616762726,30.893333111016645,32.450839734426815,31.873056057604625,30.34305633459706,30.995833234150886,31.60083373196925,30.530000489554247,1.0544821042592654,610.3003133019452,5.1648301186630085e-25,1.0587911840678754e-21,3.2019490479396393,33.56303735620406,50.01912359983391,2025-09-05 09:00:00,2025-09-05,2025,9,5,3
2025-09-05 10:00:00,2025-09-05 11:00:00,30.899999618530273,31.807511149458154,30.85722334118715,32.32916690869607,31.866943650789473,30.315833790673576,30.97001124836011,31.597500302420457,30.503333221223144,1.7280122252319572,602.9609618654459,5.1648301186630085e-25,1.0587911840678754e-21,3.171672881973176,33.565860826865965,50.01746749328149,2025-09-05 10:00:00,2025-09-05,2025,9,5,3
