Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,Status
2022-02-28 00:00:00,2022-02-28 01:00:00,29.700000762939453,30.5,29.399999618530277,31.30000114440918,30.5,29.200000762939453,29.600000381469727,30.5,29.200000762939453,68.43992614746094,310.6249694824219,3.4626706883755804e-17,4.253776300053945e-21,1
2022-02-28 01:00:00,2022-02-28 02:00:00,29.80000114440918,30.5,29.399999618530277,31.0,30.600000381469727,29.5,29.600000381469727,30.5,29.200000762939453,29.8828125,327.96875,3.4626706883755804e-17,4.253776300053945e-21,1
2022-02-28 02:00:00,2022-02-28 03:00:00,29.700000762939453,30.5,29.399999618530277,31.0,30.5,29.0,29.600000381469727,30.5,29.200000762939453,39.9993896484375,321.2353515625,3.4626706883755804e-17,4.253776300053945e-21,1
2022-02-28 03:00:00,2022-02-28 04:00:00,29.80000114440918,30.600000381469727,29.399999618530277,31.30000114440918,30.899999618530277,29.100000381469727,29.600000381469727,30.5,29.200000762939453,50.0,338.7501525878906,3.4626706883755804e-17,4.253776300053945e-21,1
2022-02-28 04:00:00,2022-02-28 05:00:00,29.600000381469727,30.5,29.399999618530277,31.30000114440918,30.80000114440918,29.100000381469727,29.600000381469727,30.5,29.200000762939453,50.2978515625,319.0605773925781,3.4626706883755804e-17,4.253776300053945e-21,1
2022-02-28 05:00:00,2022-02-28 06:00:00,29.5,30.5,29.399999618530277,31.0,30.5,29.0,29.600000381469727,30.399999618530277,29.200000762939453,43.556766510009766,330.0,4.99755859375,4.253776300053945e-21,1
2022-02-28 06:00:00,2022-02-28 07:00:00,29.5,30.5,29.399999618530277,31.200000762939453,30.899999618530277,29.5,29.600000381469727,30.399999618530277,29.200000762939453,40.05859375,329.90264892578125,4.334691107573882e-18,4.253776300053945e-21,1
2022-02-28 07:00:00,2022-02-28 08:00:00,29.700000762939453,30.899999618530277,29.399999618530277,31.0,30.600000381469727,29.100000381469727,29.600000381469727,30.399999618530277,29.100000381469727,20.60546875,339.453125,9.6875,4.253776300053945e-21,1
2022-02-28 08:00:00,2022-02-28 09:00:00,29.700000762939453,30.5,29.700000762939453,31.30000114440918,30.5,29.100000381469727,29.600000381469727,30.399999618530277,29.100000381469727,69.9957275390625,359.979248046875,1.3850682753502322e-16,4.253776300053945e-21,1
2022-02-28 09:00:00,2022-02-28 10:00:00,29.700000762939453,30.700000762939453,29.399999618530277,31.200000762939453,31.100000381469727,29.0,29.600000381469727,30.399999618530277,29.100000381469727,54.931640625,339.999755859375,1.2499618530273438,4.253776300053945e-21,1
2022-02-28 10:00:00,2022-02-28 11:00:00,29.700000762939453,30.5,29.399999618530277,30.899999618530277,30.600000381469727,29.0,29.600000381469727,30.399999618530277,29.100000381469727,22.44140625,338.75,1.0841690852610025e-18,4.253776300053945e-21,1
