Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,Status
2022-02-28 00:00:00,2022-02-28 01:00:00,23.5,24.399999618530277,24.30000114440918,25.30000114440918,26.5,25.30000114440918,23.399999618530277,25.30000114440918,23.5,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 01:00:00,2022-02-28 02:00:00,23.600000381469727,24.399999618530277,24.30000114440918,25.200000762939453,26.5,25.30000114440918,23.399999618530277,25.30000114440918,23.5,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 02:00:00,2022-02-28 03:00:00,23.600000381469727,24.399999618530277,24.30000114440918,25.200000762939453,26.5,25.30000114440918,23.399999618530277,25.30000114440918,23.5,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 03:00:00,2022-02-28 04:00:00,23.600000381469727,24.399999618530277,24.5,25.30000114440918,26.5,25.30000114440918,23.399999618530277,25.30000114440918,23.5,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 04:00:00,2022-02-28 05:00:00,23.600000381469727,24.700000762939453,24.399999618530277,25.200000762939453,26.5,25.399999618530277,23.399999618530277,25.30000114440918,23.5,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 05:00:00,2022-02-28 06:00:00,23.600000381469727,24.399999618530277,24.399999618530277,25.200000762939453,26.5,25.399999618530277,23.399999618530277,25.30000114440918,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 06:00:00,2022-02-28 07:00:00,23.600000381469727,24.399999618530277,24.30000114440918,25.200000762939453,26.5,25.30000114440918,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 07:00:00,2022-02-28 08:00:00,23.600000381469727,24.700000762939453,24.399999618530277,25.200000762939453,26.5,25.30000114440918,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 08:00:00,2022-02-28 09:00:00,23.5,24.399999618530277,24.30000114440918,25.100000381469727,26.399999618530277,25.30000114440918,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 09:00:00,2022-02-28 10:00:00,23.5,24.30000114440918,24.399999618530277,25.100000381469727,26.399999618530277,25.30000114440918,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 10:00:00,2022-02-28 11:00:00,23.5,24.30000114440918,24.30000114440918,25.100000381469727,26.399999618530277,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 11:00:00,2022-02-28 12:00:00,23.600000381469727,24.30000114440918,24.30000114440918,25.100000381469727,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 12:00:00,2022-02-28 13:00:00,23.5,24.30000114440918,24.30000114440918,25.0,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 13:00:00,2022-02-28 14:00:00,23.5,24.30000114440918,24.30000114440918,25.0,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 14:00:00,2022-02-28 15:00:00,23.5,24.30000114440918,24.30000114440918,25.0,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 15:00:00,2022-02-28 16:00:00,23.600000381469727,24.399999618530277,24.30000114440918,25.100000381469727,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
2022-02-28 16:00:00,2022-02-28 17:00:00,23.600000381469727,24.399999618530277,24.30000114440918,25.0,26.30000114440918,25.200000762939453,23.30000114440918,25.200000762939453,23.399999618530277,8.271648353349234e-24,6.938840964348025e-17,8.271648353349234e-24,8.673485030986027e-18,1
