Start,End,UPPER_BUS_PHASE_A,UPPER_BUS_PHASE_B,UPPER_BUS_PHASE_C,LOWER_BUS_PHASE_A,LOWER_BUS_PHASE_B,LOWER_BUS_PHASE_C,OUTGOING_PHASE_A,OUTGOING_PHASE_B,OUTGOING_PHASE_C,UPPER_BUS_PD,LOWER_BUS_PD,SPOUT_PD,OUTGOING_PD,Status
2022-02-28 00:00:00,2022-02-28 01:00:00,29.200000762939453,24.5,29.899999618530277,30.200000762939453,33.900001525878906,33.70000076293945,30.399999618530277,32.20000076293945,30.700000762939453,9.9993896484375,308.75,1.6940658945086007e-20,8.635831026332532e-21,1
2022-02-28 01:00:00,2022-02-28 02:00:00,29.399999618530277,24.5,30.0,30.200000762939453,33.79999923706055,33.70000076293945,30.399999618530277,32.10000228881836,30.80000114440918,14.999885559082031,309.98779296875,1.6940658945086007e-20,8.635831026332532e-21,1
2022-02-28 02:00:00,2022-02-28 03:00:00,29.200000762939453,24.5,29.899999618530277,30.30000114440918,33.900001525878906,34.20000076293945,30.399999618530277,32.10000228881836,30.80000114440918,8.75,304.998779296875,0.0001519918441772,8.635831026332532e-21,1
2022-02-28 03:00:00,2022-02-28 04:00:00,29.30000114440918,24.5,29.899999618530277,30.200000762939453,34.20000076293945,34.20000076293945,30.399999618530277,32.10000228881836,30.700000762939453,17.5,319.21875,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 04:00:00,2022-02-28 05:00:00,29.200000762939453,24.5,29.899999618530277,30.30000114440918,34.20000076293945,34.10000228881836,30.399999618530277,32.10000228881836,30.80000114440918,19.998779296875,309.84283447265625,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 05:00:00,2022-02-28 06:00:00,29.200000762939453,24.5,30.100000381469727,30.200000762939453,34.70000076293945,34.10000228881836,30.399999618530277,32.10000228881836,30.700000762939453,9.999923706054688,309.99755859375,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 06:00:00,2022-02-28 07:00:00,29.30000114440918,24.5,30.0,30.200000762939453,34.10000228881836,34.79999923706055,30.399999618530277,32.10000228881836,30.700000762939453,10.312271118164062,310.0,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 07:00:00,2022-02-28 08:00:00,29.200000762939453,24.600000381469727,29.899999618530277,30.100000381469727,34.400001525878906,34.10000228881836,30.30000114440918,32.0,30.700000762939453,15.0,319.53094482421875,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 08:00:00,2022-02-28 09:00:00,29.200000762939453,24.5,30.0,30.100000381469727,34.10000228881836,34.10000228881836,30.30000114440918,32.0,30.700000762939453,19.84375,319.8431396484375,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 09:00:00,2022-02-28 10:00:00,29.200000762939453,24.5,29.899999618530277,30.200000762939453,34.10000228881836,34.0,30.30000114440918,32.0,30.700000762939453,7.5,319.8419189453125,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 10:00:00,2022-02-28 11:00:00,29.5,24.5,29.899999618530277,30.200000762939453,34.10000228881836,34.0,30.30000114440918,32.0,30.700000762939453,9.84375,319.453125,1.318319101256388e-22,8.635831026332532e-21,1
2022-02-28 11:00:00,2022-02-28 12:00:00,29.200000762939453,24.5,29.899999618530277,30.200000762939453,34.0,33.94669723510742,30.30000114440918,32.0,30.600000381469727,1.2499237060546875,317.5,1.318319101256388e-22,8.635831026332532e-21,1
